id,name,time,creator,level,placeOfOrigin,museum,type,size,material,description,collectionUrl,imageUrl,name_tran,time_tran,creator_tran,level_tran,placeOfOrigin_tran,museum_tran,type_tran,size_tran,material_tran,description_tran
16730,狩猎出行图,唐,无,一级文物,1971年乾县唐章怀太子墓出土,陕西博物馆,无,高209厘米，通长277.5厘米,壁画,"此图绘于章怀太子墓墓道东壁。全图由40多个骑马人物、2只骆驼、5株古树和山石所组成，场景壮阔，构图别致。在古木森森的大道上，先有四骑手策马由北向南作先导，接着，在一持猴旗的骑者后面是左右数十骑并列，中间簇拥着一圆脸微带胡须的人物，双目前视，神态自若，身着蓝色长袍，骑一高大白马，似为出行队伍的主人。其后又是十数骑奔马紧紧跟随。最后是辎重骆驼和马队。猎骑者佩弓带箭，有的架鹰，有的抱犬，还有的携带驯化的猎豹和猞猁。画面色彩鲜艳，构图气势磅礴，宏伟壮观，形象塑造细腻传神，表现出了相当高的绘画水平，属唐墓壁画中不可多得的上乘之作。
狩猎活动是唐代帝王和皇室贵戚最为喜好的健身娱乐活动之一。唐代帝王对狩猎活动的重视，也使狩猎活动成为唐代绘画的重要题材。武则天时的画家曹元廓“师于阎（立本），工骑猎人马山水”；唐玄宗时期的画家韦无忝以画鞍马异兽而著称，曾奉诏在长安城玄武门画唐玄宗射猎一箭中两猪的场面。这些名画今俱已失传，章怀太子墓的这幅狩猎出行图，正可补画史之不足。同时，它对封建统治者大行狩猎活动的写实性描摹，也为我们真实地再现了唐代皇亲贵族的生活场景，是研究唐代王室生活的珍贵资料。",https://www.sxhm.com/collections/detail/515.html,https://www.sxhm.com/Uploads/Picture/2021/11/10/s618bd4b13b23b.png,无,无,无,无,无,无,无,无,无,无
16731,错金杜虎符,战国,无,一级文物,1973年西安市南郊北沈家桥村出土,陕西博物馆,无,高4.4厘米，长9.5厘米，厚0.7厘米，重0.08公斤,铜器,"杜虎符为左半符，虎作行走状，昂首，尾巴蜷曲。背面有槽，颈上有一小孔。虎符上有错金铭文9行共40字，字体为小篆，内容大意是：右半符掌握在国君手中，左半符在杜地军事长官手中，凡要调动50人以上的带甲兵士，杜地的左符就要与君王的右符相合，才能行动。但遇上烽火报警的紧急情况，不必会君王的右符。铭文反映出秦以“右”为尊，秦国的军权高度集中，凡征调50人以上的兵士必须经国君认可。
虎符作为中国历史上调兵遣将的凭证起源很早，信陵君“窃符救赵”的故事说明至少在战国时期虎符已经行用。而且从记载可知战国时期各国君主为把持军权都实行了类似的制度。",https://www.sxhm.com/collections/detail/518.html,https://www.sxhm.com/Uploads/Picture/2021/11/11/s618c855ae386e.png,无,无,无,无,无,无,无,无,无,无
16732,鎏金铜蚕,西汉,无,一级文物,1984年12月石泉县前池乡谭家湾出土,陕西博物馆,无,通长5.6厘米，腹围1.9厘米，胸高1.8厘米，重10克,铜器,"鎏金铜蚕，全身首尾共计九个腹节，胸脚、腹脚、尾脚均完整，体态为仰头或吐丝状，制作精致，造型逼真。
鎏金铜蚕出土于石泉县。据《石泉县志》记载，此地古代养蚕业就很兴盛。由于当时养蚕之风盛行，加之鎏金工艺的发展，因而，有条件以鎏金蚕作纪念品或殉葬品。汉代的养蚕缫丝业达到高峰。大的作坊，均为官府经营，织工多达数千人，丝织品颜色鲜艳，花纹多样，做工极为精致。西汉丝织品不仅畅销国内，而且能途径西亚行销中亚和欧洲，中国通往西域的商路以“丝绸之路”驰名于世界。",https://www.sxhm.com/collections/detail/731.html,https://www.sxhm.com/Uploads/Picture/2021/11/19/s6197243fcc5ae.png,无,无,无,无,无,无,无,无,无,无
16733,汉延年陶瓦当,汉,无,二级,无,陕西博物馆,无,径16cm，0.590kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4158.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f8467daa675.JPG,无,无,无,无,无,无,无,无,无,无
16734,汉“大宜子孙”瓦当,汉,无,三级,无,陕西博物馆,无,径17.6cm，1.345kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4159.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f84a70469f1.JPG,无,无,无,无,无,无,无,无,无,无
16735,汉“与年相宜”瓦当,汉,无,三级,无,陕西博物馆,无,径16cm，0.675kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4160.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f84ca82b110.JPG,无,无,无,无,无,无,无,无,无,无
16736,汉“长生未央”瓦当,汉,无,三级,无,陕西博物馆,无,径16cm，0.560kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4185.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f86cd96ce17.jpg,无,无,无,无,无,无,无,无,无,无
16737,汉云纹瓦当,汉,无,三级,无,陕西博物馆,无,径15.7cm，0.765kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4186.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f86d7b5d559.jpg,无,无,无,无,无,无,无,无,无,无
16738,汉“与年无极”瓦当,汉,无,二级,无,陕西博物馆,无,面径16.5cm，1.021kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4187.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f86e118fbf0.JPG,无,无,无,无,无,无,无,无,无,无
16739,汉几何纹方砖,汉,无,一般,无,陕西博物馆,无,"长35.5cm,宽35cm，7.765kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4189.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f86e97438ea.JPG,无,无,无,无,无,无,无,无,无,无
16740,汉几何纹方砖,汉,无,一般,无,陕西博物馆,无,"长35.1cm,宽34.5cm，7.550kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4190.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f86f1313a9b.JPG,无,无,无,无,无,无,无,无,无,无
16741,汉“豕舍”瓦当,汉,无,未定级,无,陕西博物馆,无,"直径14.7cm,厚2.9cm，0.465kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4191.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f86f8e78959.JPG,无,无,无,无,无,无,无,无,无,无
16742,汉“豕舍”瓦当,汉,无,未定级,无,陕西博物馆,无,"直径14.7cm,厚4.9cm，0.594kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4192.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f8701497db2.JPG,无,无,无,无,无,无,无,无,无,无
16743,汉云纹瓦当,汉,无,未定级,无,陕西博物馆,无,"直径15.5cm,厚2.7cm，0.570kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4193.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f870ed135c6.JPG,无,无,无,无,无,无,无,无,无,无
16744,汉云纹瓦当,汉,无,未定级,无,陕西博物馆,无,"直径15cm,厚3.1cm，0.535kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4194.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f871b126395.JPG,无,无,无,无,无,无,无,无,无,无
16745,汉空心砖,汉,无,未定级,无,陕西博物馆,无,"长71.3cm,宽37.2cm,厚14cm，43.500kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4195.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f87369ee8f9.JPG,无,无,无,无,无,无,无,无,无,无
16746,汉空心砖,汉,无,未定级,无,陕西博物馆,无,"长100cm,宽47.3cm,厚14cm，108.000kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4196.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f8752356d2b.JPG,无,无,无,无,无,无,无,无,无,无
16747,汉残空心砖,汉,无,未定级,无,陕西博物馆,无,"残长94.5cm,宽24.5cm,厚13.7cm，45.000kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4197.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f875b542814.JPG,无,无,无,无,无,无,无,无,无,无
16748,汉筒瓦,汉,无,未定级,无,陕西博物馆,无,长41cm，3.490kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4198.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f877d0af9d7.JPG,无,无,无,无,无,无,无,无,无,无
16749,汉石祖,汉,无,一般,无,陕西博物馆,无,长17cm，0.530kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4199.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f87858b740f.jpg,无,无,无,无,无,无,无,无,无,无
16750,汉墓砖,汉,无,一般,无,陕西博物馆,无,"长27cm,宽13.5cm,高6.5cm，4.737kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4200.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f8797ba5344.jpg,无,无,无,无,无,无,无,无,无,无
16751,汉乳丁纹半瓦当,汉,无,一般,无,陕西博物馆,无,直径18cm，0.945kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4201.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f879f34b7a6.jpg,无,无,无,无,无,无,无,无,无,无
16752,汉石圭,汉,无,一般,无,陕西博物馆,无,残长5.4cm，0.018kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4202.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f87a3b31b43.jpg,无,无,无,无,无,无,无,无,无,无
16753,唐彩绘陶骑马男乐俑,唐,无,三级,无,陕西博物馆,无,"高21.5cm,长19cm,0.575kg",雕塑造像,无,https://www.sxhm.com/collections/detail/4203.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f87a606ed99.JPG,无,无,无,无,无,无,无,无,无,无
16754,汉几何纹砖,汉,无,一般,无,陕西博物馆,无,"长34.2cm,宽34.2cm,高4cm，7.700kg",石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4204.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f87a78a79b3.jpg,无,无,无,无,无,无,无,无,无,无
16755,汉石蝉,汉,无,一般,无,陕西博物馆,无,长4.5cm，0.016kg,石器、石刻、砖瓦,无,https://www.sxhm.com/collections/detail/4205.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f87b091fbd9.jpg,无,无,无,无,无,无,无,无,无,无
16756,唐彩绘陶胡人牵夫俑,唐,无,二级,无,陕西博物馆,无,高48cm，2.330kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4206.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f87c151e771.JPG,无,无,无,无,无,无,无,无,无,无
16757,唐彩绘陶男坐俑,唐,无,一般,无,陕西博物馆,无,高6.8cm，0.040kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4207.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f87c65d60b6.JPG,无,无,无,无,无,无,无,无,无,无
16758,唐陶羊,唐,无,一般,无,陕西博物馆,无,"高4cm,长6cm,0.040kg",雕塑造像,无,https://www.sxhm.com/collections/detail/4208.html,https://www.sxhm.com/Uploads/Picture/2023/02/24/s63f87d1573963.JPG,无,无,无,无,无,无,无,无,无,无
16759,战国琉璃彩珠,战国,无,一般,无,陕西博物馆,无,径2.3cm，0.023kg,其他,无,https://www.sxhm.com/collections/detail/4223.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc078cccc41.JPG,无,无,无,无,无,无,无,无,无,无
16760,唐彩绘陶女立俑,唐,无,一般,无,陕西博物馆,无,高19cm，0.395kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4224.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0930b3c19.JPG,无,无,无,无,无,无,无,无,无,无
16761,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,长1cm，0.002kg,其他,无,https://www.sxhm.com/collections/detail/4225.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc098716eee.JPG,无,无,无,无,无,无,无,无,无,无
16762,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.8cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4226.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0a18cb83d.JPG,无,无,无,无,无,无,无,无,无,无
16763,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.9cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4227.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0a5eded04.JPG,无,无,无,无,无,无,无,无,无,无
16764,唐彩绘陶女立俑,唐,无,一般,无,陕西博物馆,无,高19cm，0.395kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4228.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0b1e12c8f.JPG,无,无,无,无,无,无,无,无,无,无
16765,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.8cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4229.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0b443365f.JPG,无,无,无,无,无,无,无,无,无,无
16766,唐彩绘陶吹排箫男乐俑,唐,无,二级,无,陕西博物馆,无,高13cm，0.270kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4230.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0b62ae68e.JPG,无,无,无,无,无,无,无,无,无,无
16767,唐陶镇墓兽,唐,无,三级,无,陕西博物馆,无,高28cm，2.540kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4231.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0b952e6c1.JPG,无,无,无,无,无,无,无,无,无,无
16768,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.7cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4232.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0bf032c86.JPG,无,无,无,无,无,无,无,无,无,无
16769,唐彩绘陶风帽男立俑,唐,无,一般,无,陕西博物馆,无,高18.5cm，0.250kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4233.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0c0c0820b.JPG,无,无,无,无,无,无,无,无,无,无
16770,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.8cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4234.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0c25e8782.JPG,无,无,无,无,无,无,无,无,无,无
16771,唐彩绘陶风帽男立俑,唐,无,一般,无,陕西博物馆,无,高26cm，0.665kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4235.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0c3d26f5b.JPG,无,无,无,无,无,无,无,无,无,无
16772,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.9cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4236.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0c59c4c3f.JPG,无,无,无,无,无,无,无,无,无,无
16773,唐彩绘陶生肖蛇俑,唐,无,一般,无,陕西博物馆,无,高21cm，0.290kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4237.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0c7882ae5.JPG,无,无,无,无,无,无,无,无,无,无
16774,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.8cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4238.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0c9294718.JPG,无,无,无,无,无,无,无,无,无,无
16775,唐彩绘陶生肖虎俑,唐,无,一般,无,陕西博物馆,无,高22cm，0.315kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4239.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0ca439561.JPG,无,无,无,无,无,无,无,无,无,无
16776,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径1.4cm，0.005kg,其他,无,https://www.sxhm.com/collections/detail/4240.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0cc969466.JPG,无,无,无,无,无,无,无,无,无,无
16777,唐彩绘陶生肖猪俑,唐,无,一般,无,陕西博物馆,无,高21.5cm，0.340kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4241.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0cd3ab8fc.JPG,无,无,无,无,无,无,无,无,无,无
16778,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.7cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4242.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0d0412498.JPG,无,无,无,无,无,无,无,无,无,无
16779,唐彩绘陶生肖龙俑,唐,无,一般,无,陕西博物馆,无,高21cm，0.400kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4243.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0d0a61360.JPG,无,无,无,无,无,无,无,无,无,无
16780,唐彩绘陶生肖马俑,唐,无,一般,无,陕西博物馆,无,高21cm，0.310kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4244.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0d940ef39.JPG,无,无,无,无,无,无,无,无,无,无
16781,唐彩绘陶生肖牛俑,唐,无,一般,无,陕西博物馆,无,高20cm，0.295kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4245.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0df338e30.JPG,无,无,无,无,无,无,无,无,无,无
16782,战国琉璃珥珰,战国,无,一般,无,陕西博物馆,无,长2cm，口径1.3cm，0.003kg,其他,无,https://www.sxhm.com/collections/detail/4246.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0ede1ff8f.JPG,无,无,无,无,无,无,无,无,无,无
16783,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.7cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4247.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0f13933f0.JPG,无,无,无,无,无,无,无,无,无,无
16784,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.8cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4248.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0f5a6f842.JPG,无,无,无,无,无,无,无,无,无,无
16785,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.6cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4249.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0f9732246.JPG,无,无,无,无,无,无,无,无,无,无
16786,宋白釉瓷蹲兽,宋,无,一般,无,陕西博物馆,无,高10.8cm，0.160kg,瓷器,无,https://www.sxhm.com/collections/detail/4250.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0f964ddbc.jpg,无,无,无,无,无,无,无,无,无,无
16787,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.8cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4251.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc0fcb89c75.JPG,无,无,无,无,无,无,无,无,无,无
16788,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.7cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4252.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc100324e0c.JPG,无,无,无,无,无,无,无,无,无,无
16789,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.7cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4253.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc103bb3b43.JPG,无,无,无,无,无,无,无,无,无,无
16790,元青釉小瓷碟,元,无,一般,无,陕西博物馆,无,口径11.7cm，高3cm，0.180kg,瓷器,无,https://www.sxhm.com/collections/detail/4254.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc103b6d238.jpg,无,无,无,无,无,无,无,无,无,无
16791,战国琉璃珠,战国,无,未定级,无,陕西博物馆,无,直径0.8cm，0.001kg,其他,无,https://www.sxhm.com/collections/detail/4255.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc107b99340.JPG,无,无,无,无,无,无,无,无,无,无
16792,元青釉小瓷碟,元,无,一般,无,陕西博物馆,无,口径11.7cm，高3cm，0.130kg,瓷器,无,https://www.sxhm.com/collections/detail/4256.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc10950a080.jpg,无,无,无,无,无,无,无,无,无,无
16793,元黑釉小瓷碗,元,无,三级,无,陕西博物馆,无,口径9.2cm，底径4.8cm，0.190kg,瓷器,无,https://www.sxhm.com/collections/detail/4258.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc10cef2de7.jpg,无,无,无,无,无,无,无,无,无,无
16794,元黑釉瓷碗,元,无,三级,无,陕西博物馆,无,口径15.5cm，0.347kg,瓷器,无,https://www.sxhm.com/collections/detail/4260.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc110fa13d5.jpg,无,无,无,无,无,无,无,无,无,无
16795,宋黑釉小瓷瓶,宋,无,一般,无,陕西博物馆,无,口径3.5cm，高12.5cm，0.130kg,瓷器,无,https://www.sxhm.com/collections/detail/4262.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc11626fe9e.jpg,无,无,无,无,无,无,无,无,无,无
16796,宋黑釉小瓷瓶,宋,无,一般,无,陕西博物馆,无,口径4.2cm，高12cm，0.160kg,瓷器,无,https://www.sxhm.com/collections/detail/4265.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc11cf0d0fd.jpg,无,无,无,无,无,无,无,无,无,无
16797,元黑釉瓷碗,元,无,三级,无,陕西博物馆,无,口径16.8cm，0.334kg,瓷器,无,https://www.sxhm.com/collections/detail/4267.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc11f527ad3.jpg,无,无,无,无,无,无,无,无,无,无
16798,元黑釉瓷瓶,元,无,三级,无,陕西博物馆,无,高11.8cm，口径4cm，底径3cm，0.110kg,瓷器,无,https://www.sxhm.com/collections/detail/4268.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc129e487a6.jpg,无,无,无,无,无,无,无,无,无,无
16799,宋青白釉瓷偶人,宋,无,一般,无,陕西博物馆,无,高8.5cm，0.078kg,瓷器,无,https://www.sxhm.com/collections/detail/4269.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc12caa7945.JPG,无,无,无,无,无,无,无,无,无,无
16800,宋青釉瓷罐,宋,无,二级,无,陕西博物馆,无,高3.9cm，底径3.8cm，0.104kg,瓷器,无,https://www.sxhm.com/collections/detail/4270.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc12f4b8dd1.jpg,无,无,无,无,无,无,无,无,无,无
16801,元黑釉小瓷罐,元,无,一般,无,陕西博物馆,无,口径4cm，高19.5cm，0.360kg,瓷器,无,https://www.sxhm.com/collections/detail/4271.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1321b19d2.jpg,无,无,无,无,无,无,无,无,无,无
16802,元青釉瓷碗,元,无,一般,无,陕西博物馆,无,口径19cm，高7.3cm，0.540kg,瓷器,无,https://www.sxhm.com/collections/detail/4273.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1372104ea.jpg,无,无,无,无,无,无,无,无,无,无
16803,元白釉瓷碗,元,无,三级,无,陕西博物馆,无,口径16.4cm，0.397kg,瓷器,无,https://www.sxhm.com/collections/detail/4276.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc13c0d7205.jpg,无,无,无,无,无,无,无,无,无,无
16804,唐彩绘陶生肖鸡俑,唐,无,一般,无,陕西博物馆,无,高22cm，0.380kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4277.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc13d62b903.JPG,无,无,无,无,无,无,无,无,无,无
16805,元褐釉瓷碗,元,无,三级,无,陕西博物馆,无,口径15.5cm，底径6.5cm，0.585kg,瓷器,无,https://www.sxhm.com/collections/detail/4279.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1401b1424.jpg,无,无,无,无,无,无,无,无,无,无
16806,唐彩绘陶捧物女立俑,唐,无,一般,无,陕西博物馆,无,高7cm，0.020kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4280.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc140c79f4f.JPG,无,无,无,无,无,无,无,无,无,无
16807,宋黑釉瓷罐,宋,无,三级,无,陕西博物馆,无,高16.5cm，口径4.5cm，底径8cm，0.770kg,瓷器,无,https://www.sxhm.com/collections/detail/4282.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc142c4b084.jpg,无,无,无,无,无,无,无,无,无,无
16808,唐彩绘陶女立俑,唐,无,一般,无,陕西博物馆,无,高9cm，0.040kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4283.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc144247b80.JPG,无,无,无,无,无,无,无,无,无,无
16809,元黑釉瓷罐,元,无,三级,无,陕西博物馆,无,高23cm，口径4.7cm，底径9cm，1.204kg,瓷器,无,https://www.sxhm.com/collections/detail/4284.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc145860eb5.jpg,无,无,无,无,无,无,无,无,无,无
16810,唐陶女立俑,唐,无,一般,无,陕西博物馆,无,高10cm，0.045kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4286.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1470c239f.JPG,无,无,无,无,无,无,无,无,无,无
16811,元黑釉瓷瓶,元,无,三级,无,陕西博物馆,无,口径3cm，高23.5cm，底径7cm，0.581kg,瓷器,无,https://www.sxhm.com/collections/detail/4289.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc149932f23.jpg,无,无,无,无,无,无,无,无,无,无
16812,唐彩绘陶男立俑,唐,无,二级,无,陕西博物馆,无,高50cm，4.615kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4290.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc14a5b4abf.JPG,无,无,无,无,无,无,无,无,无,无
16813,唐彩绘陶女立俑,唐,无,一般,无,陕西博物馆,无,高18.5cm，0.200kg,雕塑造像,无,https://www.sxhm.com/collections/detail/4292.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc14d4adc60.JPG,无,无,无,无,无,无,无,无,无,无
16814,元黑釉瓷罐,元,无,二级,无,陕西博物馆,无,高22.5cm，口径3cm，底径7.8cm，0.951kg,瓷器,无,https://www.sxhm.com/collections/detail/4293.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc14dd81485.jpg,无,无,无,无,无,无,无,无,无,无
16815,唐黄釉陶鸡,唐,无,一般,无,陕西博物馆,无,"高9.5cm,长10cm，0.120kg",雕塑造像,无,https://www.sxhm.com/collections/detail/4295.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc150f6f062.JPG,无,无,无,无,无,无,无,无,无,无
16816,元青釉印花瓷盘,元,无,三级,无,陕西博物馆,无,口径12cm，高2.5cm，底径5.5cm，0.160kg,瓷器,无,https://www.sxhm.com/collections/detail/4296.html,https://www.sxhm.com/Uploads/Picture/2023/02/27/s63fc1511ca271.JPG,无,无,无,无,无,无,无,无,无,无
